customer_id,first_name,last_name,email,city,zip_code,signup_date,signup_source,has_used_free_trial
C0637,Wei,Johnson,customer637@example.com,Irving,75038,2026-02-22,Instagram,1
C0638,Rohit,Wang,customer638@example.com,Dallas,75214,2025-04-23,TikTok,1
C0639,Tyler,Anderson,customer639@example.com,Arlington,76012,2026-01-17,Vet Referral,1
C0640,Brittany,Brown,customer640@example.com,Coppell,75019,2025-11-24,Friend Referral,1
C0641,Stephanie,Chen,customer641@example.com,Dallas,75205,2025-10-02,Instagram,1
C0642,Yuki,Martin,customer642@example.com,Carrollton,75007,2026-02-14,Vet Referral,1
C0643,Sarah,Miller,customer643@example.com,Allen,75013,2025-11-26,Friend Referral,1
C0644,Ashley,Moore,customer644@example.com,Fort Worth,76109,2026-04-22,Google Search,1
C0645,Rohit,Patel,customer645@example.com,Addison,75001,2025-12-07,Google Search,1
C0646,Rohit,Brown,customer646@example.com,Dallas,75205,2025-07-14,Instagram,1
C0647,Ethan,Wilson,customer647@example.com,Coppell,75019,2025-12-31,Instagram,1
C0648,Ethan,Martin,customer648@example.com,Addison,75001,2026-02-20,Vet Referral,1
C0649,Priya,Wang,customer649@example.com,Dallas,75214,2025-07-29,Friend Referral,1
C0650,Ethan,Jackson,customer650@example.com,Arlington,76012,2026-04-06,Friend Referral,1
C0651,Noah,Davis,customer651@example.com,Carrollton,75007,2026-04-18,Instagram,1
C0652,Olivia,Shah,customer652@example.com,Plano,75093,2025-09-07,TikTok,0
C0653,Andrew,Patel,customer653@example.com,Addison,75001,2025-10-31,Friend Referral,1
C0654,Lauren,Wang,customer654@example.com,Plano,75093,2025-07-31,Instagram,1
C0655,Hannah,Williams,customer655@example.com,Fort Worth,76102,2025-06-09,Friend Referral,1
C0656,Emma,Rodriguez,customer656@example.com,Dallas,75205,2025-11-26,Instagram,1
C0657,Yuki,Kim,customer657@example.com,Irving,75063,2026-02-20,Instagram,1
C0658,Ava,Wang,customer658@example.com,Plano,75093,2025-06-18,Instagram,1
C0659,Nicole,Perez,customer659@example.com,Plano,75093,2026-03-02,TikTok,1
C0660,Rohit,Lee,customer660@example.com,Frisco,75033,2026-01-23,Pop-up Event,1
C0661,Andrew,Wang,customer661@example.com,Coppell,75019,2026-03-28,Vet Referral,1
C0662,Madison,Chen,customer662@example.com,McKinney,75070,2026-01-06,Instagram,1
C0663,Justin,Park,customer663@example.com,Coppell,75019,2025-09-12,Friend Referral,1
C0664,Eric,Thompson,customer664@example.com,Dallas,75201,2025-09-11,Vet Referral,1
C0665,Aisha,Lee,customer665@example.com,Plano,75024,2025-11-16,Instagram,1
C0666,Ava,Park,customer666@example.com,Dallas,75201,2025-10-24,TikTok,1
C0667,Logan,Thomas,customer667@example.com,Richardson,75082,2026-04-24,Instagram,1
C0668,Logan,Park,customer668@example.com,Dallas,75205,2026-03-14,Pop-up Event,1
C0669,Connor,Kumar,customer669@example.com,Frisco,75033,2026-03-08,Vet Referral,1
C0670,Tyler,Williams,customer670@example.com,Plano,75093,2025-08-08,Instagram,1
C0671,Daniel,Wilson,customer671@example.com,Coppell,75019,2026-04-28,Instagram,1
C0672,Maria,Perez,customer672@example.com,Dallas,75201,2026-04-08,Friend Referral,1
C0673,Chris,Khan,customer673@example.com,Fort Worth,76109,2026-02-17,Pop-up Event,1
C0674,Aisha,Wang,customer674@example.com,Frisco,75034,2025-10-20,TikTok,1
C0675,Yuki,Brown,customer675@example.com,Carrollton,75007,2024-12-23,Instagram,1
C0676,Connor,Anderson,customer676@example.com,Plano,75093,2026-03-11,Vet Referral,0
C0677,Nicole,Park,customer677@example.com,Allen,75013,2026-03-12,Google Search,1
C0678,Priya,Perez,customer678@example.com,McKinney,75070,2025-12-06,Friend Referral,0
C0679,Diego,Thompson,customer679@example.com,Frisco,75033,2025-11-17,Friend Referral,1
C0680,Brittany,Moore,customer680@example.com,Allen,75013,2026-04-05,Instagram,1
C0681,Yuki,Wilson,customer681@example.com,Carrollton,75007,2025-05-27,Google Search,1
C0682,Jason,Lee,customer682@example.com,Richardson,75080,2026-04-13,Pop-up Event,1
C0683,Justin,Martin,customer683@example.com,Richardson,75080,2026-04-22,Vet Referral,1
C0684,Wei,Perez,customer684@example.com,Frisco,75034,2026-04-19,Friend Referral,1
C0685,Brittany,Jackson,customer685@example.com,Arlington,76016,2026-04-02,TikTok,1
C0686,Daniel,Kumar,customer686@example.com,Irving,75038,2025-10-17,Friend Referral,1
C0687,Brittany,Martinez,customer687@example.com,Fort Worth,76102,2025-10-27,Friend Referral,1
C0688,Emma,Martin,customer688@example.com,Irving,75038,2025-12-26,Vet Referral,1
C0689,Brittany,Tran,customer689@example.com,Dallas,75214,2026-04-25,Vet Referral,1
C0690,Yuki,Anderson,customer690@example.com,Richardson,75082,2026-03-12,Instagram,1
C0691,Madison,Jackson,customer691@example.com,Frisco,75034,2025-08-23,Friend Referral,1
C0692,Jason,Rodriguez,customer692@example.com,Allen,75013,2025-04-21,Pop-up Event,1
C0693,Noah,Taylor,customer693@example.com,Plano,75024,2026-03-16,Friend Referral,0
C0694,David,Thomas,customer694@example.com,Richardson,75080,2025-08-11,Instagram,1
C0695,David,Miller,customer695@example.com,Richardson,75080,2026-01-12,Pop-up Event,1
C0696,Andrew,Park,customer696@example.com,Fort Worth,76109,2026-01-01,Instagram,1
C0697,Ashley,Smith,customer697@example.com,Plano,75024,2025-06-28,Friend Referral,1
C0698,Megan,Khan,customer698@example.com,Allen,75013,2024-11-10,Instagram,1
C0699,Yuki,Wilson,customer699@example.com,Arlington,76016,2026-03-05,Vet Referral,1
C0700,Nicole,Martin,customer700@example.com,Irving,75038,2025-11-04,Vet Referral,1
C0701,James,Thomas,customer701@example.com,Dallas,75205,2025-02-15,Friend Referral,1
C0702,Emma,Lopez,customer702@example.com,Allen,75013,2025-10-02,Vet Referral,1
C0703,Ryan,Williams,customer703@example.com,Fort Worth,76109,2025-05-19,Pop-up Event,1
C0704,Wei,Lopez,customer704@example.com,Fort Worth,76102,2024-11-10,Instagram,1
C0705,Emma,Smith,customer705@example.com,Irving,75038,2026-03-29,Pop-up Event,1
C0706,Sophia,Miller,customer706@example.com,Irving,75038,2026-04-05,Friend Referral,1
C0707,Stephanie,Kim,customer707@example.com,Irving,75063,2026-04-19,Pop-up Event,1
C0708,Connor,Chen,customer708@example.com,Allen,75013,2025-12-29,TikTok,1
C0709,Hannah,Kim,customer709@example.com,Plano,75093,2024-11-10,Google Search,1
C0710,Lauren,Davis,customer710@example.com,Richardson,75082,2026-04-02,Pop-up Event,1
C0711,Megan,Kim,customer711@example.com,Irving,75063,2026-04-03,Instagram,1
C0712,Ryan,Smith,customer712@example.com,Richardson,75082,2025-12-21,Vet Referral,1
C0713,Stephanie,Wilson,customer713@example.com,Irving,75063,2026-04-20,Vet Referral,1
C0714,Noah,Shah,customer714@example.com,Frisco,75033,2025-05-18,Vet Referral,1
C0715,Hannah,Perez,customer715@example.com,Fort Worth,76109,2025-09-24,Friend Referral,1
C0716,Rohit,Miller,customer716@example.com,Dallas,75214,2025-06-28,Friend Referral,1
C0717,Ashley,Park,customer717@example.com,Frisco,75033,2026-01-02,Pop-up Event,1
C0718,Tyler,Smith,customer718@example.com,Irving,75063,2026-03-31,Vet Referral,1
C0719,Priya,Taylor,customer719@example.com,Richardson,75082,2026-04-15,Instagram,1
C0720,Jason,Thompson,customer720@example.com,Arlington,76012,2026-02-17,Friend Referral,1
C0721,Logan,Smith,customer721@example.com,Irving,75038,2025-10-27,Google Search,1
C0722,Eric,Taylor,customer722@example.com,Richardson,75082,2025-06-07,Friend Referral,0
C0723,Daniel,Kim,customer723@example.com,Dallas,75205,2025-11-05,Instagram,1
C0724,Megan,Shah,customer724@example.com,Irving,75038,2026-02-23,Google Search,1
C0725,Justin,Davis,customer725@example.com,McKinney,75070,2026-03-31,Pop-up Event,1
C0726,Eric,Thomas,customer726@example.com,Irving,75038,2025-06-12,Instagram,1
C0727,Ashley,Park,customer727@example.com,Richardson,75080,2025-10-03,Friend Referral,1
C0728,Diego,Patel,customer728@example.com,Plano,75093,2026-03-22,Instagram,1
C0729,Ethan,Park,customer729@example.com,Fort Worth,76109,2025-10-26,TikTok,1
C0730,Brandon,Taylor,customer730@example.com,Allen,75013,2025-08-16,Vet Referral,1
C0731,James,Tran,customer731@example.com,Carrollton,75007,2026-03-11,Pop-up Event,1
C0732,Eric,Jones,customer732@example.com,McKinney,75070,2025-12-08,Instagram,1
C0733,Daniel,Brown,customer733@example.com,Coppell,75019,2026-01-13,Pop-up Event,1
C0734,Hannah,Wilson,customer734@example.com,Allen,75013,2026-02-07,TikTok,1
C0735,Madison,Martinez,customer735@example.com,Coppell,75019,2026-01-26,Instagram,1
C0736,Nicole,Tran,customer736@example.com,Frisco,75033,2025-02-08,Instagram,1
C0737,Brandon,Chen,customer737@example.com,Plano,75024,2026-03-03,Pop-up Event,1
C0738,Hannah,Tran,customer738@example.com,Dallas,75214,2025-07-14,Instagram,0
C0739,Diego,Rodriguez,customer739@example.com,Dallas,75205,2025-09-13,Friend Referral,1
C0740,Aisha,Kim,customer740@example.com,McKinney,75070,2026-03-06,Pop-up Event,1
C0741,David,Kim,customer741@example.com,Coppell,75019,2025-09-28,Friend Referral,1
C0742,Michael,Shah,customer742@example.com,Irving,75038,2026-03-16,Instagram,1
C0743,Sarah,Anderson,customer743@example.com,Richardson,75082,2026-03-01,Google Search,1
C0744,Jessica,Williams,customer744@example.com,Coppell,75019,2026-03-01,Vet Referral,1
C0745,Brittany,Jones,customer745@example.com,Fort Worth,76109,2025-03-11,Pop-up Event,1
C0746,David,Jones,customer746@example.com,Allen,75013,2025-11-24,Pop-up Event,1
C0747,Emma,Martin,customer747@example.com,Arlington,76016,2026-04-20,Instagram,1
C0748,Ryan,Rodriguez,customer748@example.com,Fort Worth,76109,2026-04-28,Google Search,0
C0749,Eric,Kumar,customer749@example.com,Fort Worth,76109,2025-05-21,Friend Referral,1
C0750,Priya,Kumar,customer750@example.com,Arlington,76012,2025-06-18,Google Search,1
C0751,Madison,Rodriguez,customer751@example.com,Dallas,75214,2026-04-17,Pop-up Event,1
C0752,Daniel,Lopez,customer752@example.com,Addison,75001,2025-06-20,Pop-up Event,1
C0753,Rohit,Rodriguez,customer753@example.com,Allen,75013,2025-12-24,Friend Referral,1
C0754,Sarah,Johnson,customer754@example.com,Richardson,75080,2026-01-22,Vet Referral,1
C0755,Diego,Nguyen,customer755@example.com,Irving,75038,2025-03-29,Friend Referral,1
C0756,Priya,Thomas,customer756@example.com,Allen,75013,2025-11-06,Google Search,1
C0757,Diego,White,customer757@example.com,Richardson,75080,2026-03-17,Friend Referral,1
C0758,Jason,Wilson,customer758@example.com,Plano,75093,2026-02-06,Friend Referral,1
C0759,Emma,Khan,customer759@example.com,Plano,75024,2024-11-10,Google Search,1
C0760,Michael,Taylor,customer760@example.com,Carrollton,75007,2025-12-28,Google Search,1
C0761,Jessica,Miller,customer761@example.com,Frisco,75034,2026-03-13,Friend Referral,1
C0762,Emma,Tran,customer762@example.com,Carrollton,75007,2026-04-26,Instagram,1
C0763,David,Taylor,customer763@example.com,Carrollton,75007,2024-11-10,Friend Referral,1
C0764,Rohit,Tran,customer764@example.com,Dallas,75205,2026-03-26,Google Search,1
C0765,Madison,Anderson,customer765@example.com,Richardson,75080,2026-03-24,Friend Referral,1
C0766,Ashley,Wang,customer766@example.com,Dallas,75205,2026-05-03,Instagram,1
C0767,Rachel,Perez,customer767@example.com,Irving,75038,2026-04-14,Friend Referral,1
C0768,Ava,Perez,customer768@example.com,Coppell,75019,2025-12-03,Friend Referral,1
C0769,Justin,Martinez,customer769@example.com,Richardson,75080,2025-01-06,Friend Referral,1
C0770,Rachel,Khan,customer770@example.com,McKinney,75070,2025-11-13,Instagram,1
C0771,Jason,Brown,customer771@example.com,Irving,75038,2025-12-28,Pop-up Event,1
C0772,Logan,Lopez,customer772@example.com,Allen,75013,2025-09-28,TikTok,1
C0773,Ethan,Chen,customer773@example.com,Fort Worth,76109,2026-03-08,Friend Referral,1
C0774,Brittany,Kumar,customer774@example.com,Dallas,75205,2026-01-29,Pop-up Event,1
C0775,Nicole,Khan,customer775@example.com,McKinney,75070,2025-11-17,Friend Referral,1
C0776,Chris,Lee,customer776@example.com,Fort Worth,76109,2024-11-10,Pop-up Event,1
C0777,Ryan,Park,customer777@example.com,Fort Worth,76102,2025-11-03,Instagram,1
C0778,Rachel,Lee,customer778@example.com,Richardson,75080,2026-04-23,Google Search,1
C0779,Diego,Brown,customer779@example.com,Plano,75093,2026-04-13,Friend Referral,1
C0780,Aisha,Khan,customer780@example.com,Allen,75013,2026-02-11,Instagram,1
C0781,Connor,Rodriguez,customer781@example.com,Allen,75013,2025-08-27,Instagram,1
C0782,Tyler,Moore,customer782@example.com,Fort Worth,76102,2026-02-15,TikTok,1
C0783,Andrew,Garcia,customer783@example.com,Frisco,75034,2025-10-12,Friend Referral,1
C0784,Eric,Garcia,customer784@example.com,Arlington,76012,2026-05-03,Google Search,1
C0785,Lauren,Brown,customer785@example.com,Allen,75013,2025-11-15,Pop-up Event,1
C0786,Priya,Williams,customer786@example.com,Richardson,75082,2026-04-11,Pop-up Event,1
C0787,Lauren,Anderson,customer787@example.com,Dallas,75214,2025-12-18,Instagram,1
C0788,Brandon,Thompson,customer788@example.com,Arlington,76016,2026-01-26,Instagram,1
C0789,Sarah,Anderson,customer789@example.com,Irving,75038,2025-12-01,Instagram,1
C0790,Daniel,Park,customer790@example.com,Frisco,75034,2025-12-08,Friend Referral,1
C0791,Ava,Anderson,customer791@example.com,Richardson,75080,2025-10-26,Pop-up Event,1
C0792,Tyler,Perez,customer792@example.com,Fort Worth,76102,2026-01-23,Google Search,1
C0793,Priya,Kim,customer793@example.com,Irving,75038,2026-02-28,Vet Referral,1
C0794,Brittany,Lee,customer794@example.com,Allen,75013,2025-07-20,Pop-up Event,1
C0795,Eric,Wang,customer795@example.com,Richardson,75082,2025-02-11,Friend Referral,1
C0796,Diego,Miller,customer796@example.com,Arlington,76016,2025-11-28,Friend Referral,1
C0797,Nicole,Anderson,customer797@example.com,Arlington,76016,2025-09-26,Google Search,1
C0798,Nicole,Khan,customer798@example.com,Addison,75001,2026-04-02,Friend Referral,1
C0799,Sophia,Thomas,customer799@example.com,Dallas,75205,2025-04-02,Friend Referral,1
C0800,Michael,Moore,customer800@example.com,Plano,75093,2026-04-30,Google Search,1
